node_id,module,species,layer_name,Plot,type
1,4,A6 CHFU,CHFU,3,plant
2,7,C3 CHFU,CHFU,3,plant
3,8,D2 CHFU,CHFU,3,plant
4,4,D3 CHFU,CHFU,3,plant
5,9,E2 CHFU,CHFU,3,plant
6,4,F2 CHFU,CHFU,3,plant
7,3,A1 LEMA,LEMA,3,plant
8,1,A5 LEMA,LEMA,3,plant
9,10,B1 LEMA,LEMA,3,plant
10,1,B2 LEMA,LEMA,3,plant
11,6,B3 LEMA,LEMA,3,plant
12,1,B5 LEMA,LEMA,3,plant
13,1,B6 LEMA,LEMA,3,plant
14,1,C1 LEMA,LEMA,3,plant
15,5,C3 LEMA,LEMA,3,plant
16,6,C4 LEMA,LEMA,3,plant
17,1,C5 LEMA,LEMA,3,plant
18,1,C6 LEMA,LEMA,3,plant
19,1,D1 LEMA,LEMA,3,plant
20,5,D2 LEMA,LEMA,3,plant
21,1,D3 LEMA,LEMA,3,plant
22,3,D5 LEMA,LEMA,3,plant
23,6,D6 LEMA,LEMA,3,plant
24,1,E1 LEMA,LEMA,3,plant
25,1,E2 LEMA,LEMA,3,plant
26,10,E3 LEMA,LEMA,3,plant
27,2,E4 LEMA,LEMA,3,plant
28,1,E5 LEMA,LEMA,3,plant
29,1,F1 LEMA,LEMA,3,plant
30,1,F2 LEMA,LEMA,3,plant
31,1,F3 LEMA,LEMA,3,plant
32,1,F4 LEMA,LEMA,3,plant
33,5,F5 LEMA,LEMA,3,plant
34,1,F6 LEMA,LEMA,3,plant
35,3,C3 ME,ME,3,plant
36,1,D4 ME,ME,3,plant
37,2,E3 ME,ME,3,plant
38,2,E4 ME,ME,3,plant
39,2,F4 ME,ME,3,plant
40,4,Scaeva_sp.,CHFU,3,pollinator
41,7,Eupeodes_corollae,CHFU,3,pollinator
42,8,Bruchidae,CHFU,3,pollinator
43,9,Dilophus_sp.,CHFU,3,pollinator
44,3,Dilophus_sp.,LEMA,3,pollinator
45,1,Psilothrix_viridicoerulea,LEMA,3,pollinator
46,10,Eupeodes_corollae,LEMA,3,pollinator
47,10,Sphaerophoria_scripta,LEMA,3,pollinator
48,6,Scaeva_sp.,LEMA,3,pollinator
49,5,Andrena_cinerea,LEMA,3,pollinator
50,1,Meligethes_sp.,LEMA,3,pollinator
51,6,Chrysotoxum_sp.,LEMA,3,pollinator
52,6,Malachius_bipustulatus,LEMA,3,pollinator
53,2,Diptera,LEMA,3,pollinator
54,3,Dilophus_sp.,ME,3,pollinator
55,2,Diptera,ME,3,pollinator
56,1,Psilothrix_viridicoerulea,ME,3,pollinator
